89699599,113394885
182385280,115364742
95906861,74697036
118286679,95632404
176771036,113562551
160343014,82430751
78906258,102591637
100613313,80559711
79120942,90288859
145430370,104783088
159913650,111132871
183844008,93668667
117454130,99955081
102204458,109383649
159471312,108809380
70332369,68812358
158879459,104086057
101007201,93893862
36137182,78485490
158243813,106463808
101023083,85739567
47214100,110444209
47563615,111619903
61112012,94148924
171481149,116560811
46339599,88121624
76121955,100637628
78555693,101757355
115656557,113273250
88028951,98529817
190368153,84422045
123577763,80486680
145025224,105614025
86362367,97734190
125794463,82582156
148587191,112411708
52620222,115187467
43389743,96731496
55628843,102622781
39023464,82823335
118964295,92299124
90628526,68226664
151392904,116001716
54754362,104943159
131197416,83779796
123645270,83593570
74815993,101178082
168811186,72940827
172108324,98007685
116922704,98952740
160196858,112177580
35571718,78555693
121655928,87118154
123324241,80645921
185342600,104454764
100011124,73565568
173734722,95104038
143471828,110775953
189676706,77023551
86616417,116017803
157013046,79278305
178518902,96097238
84536193,71468694
156797540,79576032
101516948,105397786
126272735,69064246
156281507,83923950
47481566,106095775
159845642,102291236
125637625,81294143
187965035,106059569
177420783,71851118
64621928,82459175
144255950,106715457
84934485,73010934
88121624,99295961
46420451,115481185
54557530,98455943
87266269,113637014
96539249,93440509
55577233,103209191
52830216,104728084
186252269,85269787
164210729,97025481
88893586,96897574
170539382,72532529
123594366,77705967
176797639,72434670
140276273,102951428
188189383,107723471
123503262,73145485
79910591,110923364
64517745,78627755
66740123,79381883
102291236,86592277
46922796,116060205
122860745,85875685
173271691,117323941
98211731,76932422
126644605,69312873
115713550,110412546
90751003,68606941
134166050,86749721
41532207,98045073
158240160,83410117
99102919,109690860
111132871,111037682
130115741,72510640
128538012,74374141
98299322,111896120
36313833,75761520
63473925,89109971
60716388,93926489
166123431,113583836
174615355,114988825
40447029,97211945
93198414,70874359
39509207,84788846
93873318,114467558
53203453,87411387
190046525,87045546
92290539,115292257
111448159,109846635
43655910,109569989
131616249,68709297
97257404,93434946
36195164,75571440
37500958,87309561
136220838,82887053
176572113,115928032
50892750,110310647
55505738,107677729
82582156,94828138
55903208,98313243
97734190,115017478
186997161,85588360
76946030,100848721
117131710,102374348
43894538,101603620
42440191,96487686
82229065,72704067
99295961,75667395
125622028,83052370
158299225,107952045
142861128,111125919
75571440,102096847
42337714,85959107
59013260,93852640
161277992,104161232
35618794,79338131
173103452,96162316
39982015,96688704
77705967,76604776
142031239,94135163
100647314,80974700
189282041,75176974
182641390,91680448
45728043,88492392
142752667,97267183
45463060,104500125
167772419,97952338
159176549,106794474
85050668,95781700
143595909,103110635
136183473,81838972
57411704,87240664
83593570,96539249
69312873,69496966
174307964,95701088
81119391,100879525
41832669,105139159
125560337,74815993
178581746,69371713
134495667,82072052
63172359,87008200
182130201,90064548
64326089,71832683
160821485,77426233
77023551,100000988
98156409,94996465
56149098,102163226
167550958,70918511
133983596,84669118
36147438,84849689
133473200,86800269
146392937,110034836
96138471,70658785
55128364,104616163
52520895,107100525
68812358,71537321
40701581,90700085
119197404,96369111
141530033,101873141
137765801,87941311
162026693,72252230
167102777,70355035
39249792,91027371
43036998,102476924
67086467,75824971
184490589,78758641
90473005,98370148
157693515,79833725
171538689,116742645
120056775,95708573
143791650,102219740
102598966,91606747
49281417,116156023
34768021,73265995
167743494,97573841
133399158,82738051
161554711,100647314
183697949,115220799
169108869,97681807
159306617,80840298
172873459,68333216
98409184,76486917
78582324,90229870
56143404,89075630
142406707,103477209
51059436,115066337
47809194,115656557
170151904,92740226
62633924,91079350
182482268,71205891
100456090,113540436
75292567,82279381
81684786,90655887
47408489,112554279
190211930,105263845
172412013,71958187
140990982,100719094
118162937,92838400
118486232,90567730
74625683,84198235
145623733,108206062
120156306,86776002
139614976,101023083
181668199,90440651
102233517,107912610
42113077,102551647
60474395,89507667
33443725,77915121
61825568,75540179
121119694,85728310
141983615,107789270
113540436,106643904
69761675,69648252
160085719,76309983
182182916,69466786
140195714,100083484
88515262,98111905
161397298,109997228
96097238,113457014
182097182,110468523
184456801,112869180
121653052,90628526
176905317,94896470
84422045,76542526
103087369,107147018
114733431,101761508
96487686,96372037
174832136,112893516
79553248,96817876
44856516,100206315
145040013,103140477
54073353,103740012
99640970,84985478
80314302,97728706
53469271,112788595
82865964,93238073
169875599,69220347
187832175,85511417
50945904,107747304
85784875,94728209
92089471,116109826
171732708,68390766
189436694,81119391
74752799,101979554
87893848,112634558
98007685,111162488
187151674,105206613
139496524,99976604
162666733,102196958
79278305,102172761
123381115,88320915
124218738,76946030
120272507,92807225
126113665,68892035
80509548,109000184
102278141,84125050
128783148,76121955
75322851,89568590
42006474,100277631
35224058,76448542
94310694,68510494
125108166,70779524
126160835,79784823
168691476,98367553
46702496,89401064
98586227,90312662
79399634,100964682
184159355,76627844
124553721,83729081
54772880,102402907
78346713,109927629
55327585,106320683
92299124,99096141
96897574,74882609
156789252,82839960
120120327,99640970
157073404,81684786
140134249,103328506
76819909,102067996
188561466,85840380
95837198,72995892
156961815,82865964
136283252,92290539
114427717,101516948
176285714,117131710
144330508,115304901
147144296,114419993
159727666,98087220
118447432,91037235
79381883,79977332
176694751,116485852
183041390,70680406
190287124,88028951
121882735,89528753
174164998,117104786
116331186,105700150
41410203,101349277
159256020,109200229
185997634,103642591
82970293,107757759
